,sale_id,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition_build,sqft_above,sqft_basement,yr_built,yr_renovated
361,361,2.0,1.0,870,6150,1.0,0,0,3,870,0,1941,1994
362,362,3.0,2.0,1020,1204,2.0,0,0,3,720,300,2004,2003
363,363,3.0,1.5,1260,3135,1.5,0,0,3,1260,0,1931,0
364,364,3.0,2.5,2370,7875,2.0,0,0,3,2370,0,2003,0
365,365,3.0,1.0,1000,18513,1.0,0,0,3,1000,0,1940,1996
366,366,3.0,1.5,1100,1751,2.0,0,0,3,940,160,2007,0
367,367,3.0,2.25,1440,7673,1.0,0,0,3,940,500,1982,0
368,368,4.0,2.5,3120,14300,2.0,0,0,3,3120,0,2003,0
369,369,2.0,2.0,2260,9604,1.0,0,0,3,2260,0,1990,2009
370,370,4.0,2.5,2790,7956,2.0,0,0,3,2790,0,2005,0
371,371,1.0,1.0,1140,6700,1.5,0,0,3,1140,0,1920,1979
372,372,3.0,2.25,1290,2500,2.0,0,0,4,1290,0,1987,0
373,373,5.0,1.75,1730,5200,1.0,0,0,4,1050,680,1978,2000
374,374,4.0,2.5,3160,11380,2.0,0,0,3,3160,0,1983,2009
375,375,4.0,2.5,2340,8990,2.0,0,0,3,2340,0,2003,0
376,376,3.0,1.5,1170,4950,1.0,0,0,4,1170,0,1960,2001
377,377,2.0,1.0,1160,5000,1.0,0,0,4,1160,0,1937,0
378,378,3.0,3.0,1970,24318,1.0,0,0,3,1970,0,2010,0
379,379,5.0,4.25,6490,10862,2.0,0,3,4,3940,2550,1991,0
380,380,3.0,2.25,1410,1377,2.0,0,0,3,1290,120,2005,0
381,381,4.0,2.5,2430,5000,2.0,0,0,3,2430,0,2009,0
382,382,5.0,1.5,3360,5402,2.0,0,0,3,3360,0,2014,0
383,383,3.0,2.5,1480,1663,2.0,0,0,3,1180,300,2012,1912
384,384,5.0,2.5,3200,6455,2.0,0,0,3,3200,0,2009,0
385,385,3.0,2.5,2134,1984,2.5,0,0,3,2134,0,2008,0
386,386,3.0,3.25,1860,1787,3.0,0,0,3,1860,0,2007,0
387,387,4.0,3.0,5520,8313,2.0,0,3,3,3570,1950,2008,0
388,388,2.0,2.5,1310,1500,2.0,0,0,3,1160,150,2006,0
389,389,3.0,2.0,1700,4250,1.0,0,0,3,890,810,1944,0
390,390,3.0,2.5,2480,8342,2.0,0,0,3,2480,0,1986,0
391,391,5.0,2.5,1970,8605,2.0,0,0,4,1970,0,1994,0
392,392,4.0,2.5,2060,7475,1.0,0,0,3,1440,620,1985,0
393,393,3.0,2.5,2130,3500,1.0,0,0,4,1210,920,1994,0
394,394,3.0,2.25,1410,14110,1.0,0,2,3,1170,240,1987,2000
395,395,2.0,2.0,1360,4688,1.0,0,0,3,780,580,1944,0
396,396,3.0,2.0,1940,55756,1.0,0,0,5,1940,0,1954,0
397,397,2.0,2.25,1610,2040,2.0,0,0,4,1610,0,1979,0
398,398,2.0,2.0,1420,9191,1.5,0,2,5,1420,0,1928,1970
399,399,4.0,2.5,1700,7280,2.0,0,0,4,1700,0,1988,0
400,400,2.0,1.0,1490,3825,1.0,0,0,3,860,630,1929,0
401,401,3.0,2.5,2680,7757,2.0,0,0,3,2680,0,1990,2009
402,402,4.0,2.5,3190,8684,1.0,0,3,5,1680,1510,1967,0
403,403,5.0,1.5,2120,7700,1.5,0,0,5,2120,0,1962,0
404,404,4.0,2.0,1690,3250,1.5,0,0,3,1550,140,1901,0
405,405,4.0,2.5,1830,8601,2.0,0,0,3,1830,0,2003,0
406,406,2.0,1.5,1010,1968,1.5,0,0,5,1010,0,1906,0
407,407,4.0,2.75,2070,9300,1.0,0,0,5,1120,950,1945,0
408,408,3.0,1.5,1710,4500,1.5,0,0,3,1410,300,1928,1954
409,409,4.0,1.0,1660,4690,1.5,0,0,3,1260,400,1945,2010
410,410,4.0,1.75,2080,13629,1.0,0,0,4,1040,1040,1955,2009
411,411,3.0,2.5,1270,9675,2.0,0,0,3,1270,0,1993,0
412,412,3.0,1.0,1080,21043,1.0,0,0,3,1080,0,1942,1999
413,413,3.0,2.0,1610,5100,1.5,0,0,5,1610,0,1940,0
414,414,2.0,1.0,1120,9912,1.0,0,0,4,1120,0,1980,0
415,415,4.0,2.75,2500,5257,2.0,0,0,3,2500,0,1966,1963
416,416,3.0,1.0,970,7275,1.0,0,0,4,970,0,1970,0
417,417,5.0,2.0,3370,5000,1.5,0,0,4,2140,1230,1907,0
418,418,3.0,1.0,1290,189486,1.0,0,0,4,1290,0,1960,2001
419,419,4.0,3.5,3370,435600,2.0,0,3,3,3370,0,2005,0
420,420,4.0,3.5,3410,10769,2.0,0,0,3,3410,0,2008,0
421,421,4.0,2.5,2490,8290,2.0,0,0,3,2490,0,1999,0
422,422,2.0,1.0,770,4000,1.0,0,0,5,770,0,1924,1956
423,423,1.0,1.5,810,3211,2.0,0,0,4,810,0,1982,2011
424,424,4.0,2.5,3060,10043,1.0,0,0,4,1700,1360,1968,0
425,425,3.0,2.5,1690,1613,2.0,0,0,3,1150,540,2014,0
426,426,3.0,1.75,1890,3825,1.0,0,0,3,1290,600,1974,0
427,427,2.0,2.0,1470,3128,2.0,0,0,3,1470,0,2005,0
428,428,2.0,1.0,1060,7193,1.0,0,0,3,1060,0,1926,2003
429,429,4.0,2.5,3480,59242,2.0,0,0,3,3480,0,1988,2000
430,430,4.0,2.75,2730,3560,1.5,0,0,3,1550,1180,1921,2007
431,431,3.0,2.25,1580,7941,2.0,0,0,4,1580,0,1986,0
432,432,3.0,2.75,2170,7900,1.0,0,0,4,1380,790,1978,2000
433,433,2.0,1.0,930,4743,1.0,0,0,4,930,0,1942,1982
434,434,4.0,2.0,1580,7800,2.0,0,0,2,1580,0,1906,0
435,435,5.0,1.75,3290,11900,1.5,0,0,3,3290,0,1973,2013
436,436,4.0,2.25,2110,10698,2.0,0,0,4,2110,0,1979,0
437,437,3.0,2.5,1670,3565,2.0,0,0,3,1670,0,1999,0
438,438,3.0,2.25,2030,7350,1.0,0,0,4,1190,840,1977,0
439,439,3.0,1.0,1500,4100,1.5,0,0,3,1370,130,1926,2003
440,440,3.0,2.25,1450,1445,2.0,0,0,3,980,470,2005,0
441,441,4.0,1.5,1310,8250,1.0,0,0,3,1060,250,1953,0
442,442,5.0,3.25,4180,49222,2.0,0,0,4,2880,1300,1979,0
443,443,3.0,1.75,1630,28600,1.0,0,0,3,1630,0,1967,2011
444,444,4.0,2.5,2660,10452,2.0,0,0,3,2660,0,1993,0
445,445,3.0,2.5,1720,1916,2.0,0,0,3,1720,0,2005,0
446,446,2.0,2.25,1260,1240,3.0,0,0,3,1260,0,2004,2003
447,447,3.0,1.75,1610,12247,1.0,0,0,3,1610,0,1981,2013
448,448,2.0,1.0,680,8064,1.0,0,0,3,680,0,1941,1994
449,449,4.0,3.5,2640,5900,2.0,0,2,3,2640,0,1937,1998
450,450,3.0,2.25,1640,7200,2.0,0,0,4,1640,0,1985,0
451,451,4.0,1.75,2310,8045,1.0,0,0,4,1650,660,1976,1992
452,452,3.0,1.75,2010,4905,1.0,0,0,5,1230,780,1912,0
453,453,2.0,1.5,1660,4680,1.0,0,0,5,830,830,1908,0
454,454,3.0,2.5,2200,3360,2.0,0,0,3,2200,0,2009,0
455,455,4.0,2.5,2460,4200,2.0,0,0,3,2460,0,1998,2006
456,456,2.0,1.75,2430,23400,1.0,0,4,3,2430,0,1951,1994
457,457,3.0,1.0,1370,7500,1.0,0,0,3,1370,0,1960,2012
458,458,3.0,1.75,1800,10200,1.0,0,0,3,1800,0,1967,2011
459,459,3.0,1.75,2200,7706,2.0,0,2,3,2200,0,1908,1988
460,460,2.0,1.0,700,2334,1.0,0,0,3,700,0,1945,2010
461,461,3.0,2.5,1920,15124,2.0,0,0,3,1920,0,1995,0
462,462,5.0,2.75,2190,12687,1.0,0,0,5,1370,820,1978,0
463,463,3.0,2.25,2030,9791,1.0,0,0,4,1500,530,1984,0
464,464,3.0,2.5,1350,2053,3.0,0,0,3,1350,0,2005,0
465,465,3.0,2.5,1680,2096,2.0,0,0,3,1380,300,2008,0
466,466,5.0,1.75,1250,10530,1.0,0,0,4,1250,0,1966,0
467,467,4.0,3.0,2240,6000,1.5,0,0,4,1270,970,1914,1945
468,468,3.0,1.0,950,7620,1.0,0,0,3,950,0,1954,2005
469,469,3.0,3.5,2320,3174,2.0,0,0,3,2060,260,1997,0
470,470,2.0,2.5,2380,9374,1.0,0,2,3,2380,0,2011,0
471,471,2.0,2.25,1540,958,3.0,0,0,3,1540,0,2007,0
472,472,5.0,3.0,2100,9752,1.0,0,0,3,1200,900,2007,0
473,473,4.0,2.5,2500,4945,2.0,0,0,3,2500,0,2013,1923
474,474,4.0,2.5,3230,7331,2.0,0,0,3,3230,0,2004,2003
475,475,3.0,2.5,2830,5802,2.0,0,0,3,2830,0,2001,0
476,476,2.0,1.0,870,5340,1.5,0,0,2,870,0,1906,0
477,477,4.0,3.0,2690,28300,1.0,0,0,3,2690,0,1954,1999
478,478,3.0,2.5,1260,889,3.0,0,0,3,1260,0,2008,0
479,479,4.0,3.5,2680,10000,2.0,0,0,3,2040,640,1942,2014
480,480,3.0,2.5,2660,4975,2.0,0,0,3,2660,0,2014,0
481,481,2.0,1.75,1480,5120,1.0,0,0,4,840,640,1951,1999
482,482,4.0,2.25,1770,33132,1.0,0,0,4,1190,580,1965,0
483,483,2.0,1.0,950,7692,1.0,0,0,3,950,0,1926,2003
484,484,2.0,1.0,860,8308,1.0,0,0,4,860,0,1948,0
485,485,4.0,2.0,1960,7560,1.0,0,0,5,1160,800,1978,0
486,486,2.0,1.0,1770,5522,1.5,0,0,4,960,810,1943,0
487,487,4.0,1.75,1280,6060,1.0,0,0,3,860,420,1926,2003
488,488,4.0,2.5,2150,12028,2.0,0,0,4,2150,0,1982,2011
489,489,2.0,1.0,1790,4000,1.0,0,0,4,1040,750,1923,0
490,490,3.0,2.25,1990,10260,2.0,0,0,4,1990,0,1987,0
491,491,5.0,2.5,2430,4781,2.0,0,0,3,2430,0,2001,0
492,492,4.0,2.75,2820,13193,1.0,0,0,3,1860,960,1965,1993
493,493,3.0,1.0,1910,8190,1.0,0,0,4,1010,900,1946,1989
494,494,3.0,2.25,1270,1213,2.0,0,0,3,1040,230,2005,0
495,495,4.0,2.75,2050,3960,1.0,0,0,4,1180,870,1986,0
496,496,6.0,2.0,2150,4505,1.0,0,0,3,1270,880,1952,2008
497,497,4.0,1.75,2450,13300,1.0,0,2,4,1630,820,1987,0
498,498,2.0,2.25,1230,1280,2.0,0,0,3,960,270,2012,1912
499,499,4.0,2.25,2260,41984,1.0,0,0,4,2260,0,1967,0
500,500,2.0,1.0,1050,60113,1.0,0,0,4,1050,0,1943,0
501,501,3.0,1.75,1570,7775,2.0,0,0,3,1570,0,1982,0
502,502,4.0,2.0,1820,9350,1.0,0,0,4,1820,0,1967,0
503,503,2.0,1.75,1540,4025,1.0,0,0,4,1190,350,1908,0
504,504,3.0,1.5,2060,44866,1.0,0,0,3,2060,0,1953,0
505,505,4.0,3.5,4380,74052,1.0,0,0,3,4380,0,2001,0
506,506,3.0,1.0,1090,9900,1.0,0,0,4,1090,0,1955,2009
507,507,3.0,1.75,1480,7225,1.0,0,0,4,1480,0,1965,0
508,508,4.0,1.0,1320,4440,1.5,0,0,3,1320,0,1929,0
509,509,1.0,2.25,2140,10350,1.0,0,0,3,1470,670,1976,0
510,510,4.0,3.5,4560,16643,1.0,0,3,3,2230,2330,1995,0
511,511,4.0,3.0,2800,9764,2.0,0,0,3,2800,0,2002,0
512,512,3.0,1.0,1050,5000,1.0,0,0,4,1050,0,1967,0
513,513,3.0,1.5,1490,9630,1.0,0,0,4,1490,0,1959,0
514,514,2.0,1.0,1730,6375,2.0,0,0,4,1730,0,1945,0
515,515,4.0,1.0,1210,3760,1.5,0,0,3,1210,0,1900,2005
516,516,4.0,2.5,2800,8494,2.0,0,0,3,2800,0,2004,2003
517,517,3.0,1.5,1570,1050,2.0,0,0,3,1570,0,1915,0
518,518,3.0,2.25,1400,31626,1.0,0,0,2,1140,260,1987,0
519,519,4.0,2.0,2850,7861,1.0,0,4,4,1450,1400,1970,0
520,520,6.0,3.0,1880,7200,1.0,0,0,4,1880,0,1966,0
521,521,2.0,1.0,790,8424,1.0,0,0,4,790,0,1953,1983
522,522,2.0,1.75,1300,4000,2.0,0,0,3,1300,0,1948,1994
523,523,3.0,1.0,2120,7735,1.0,0,0,4,1060,1060,1967,0
524,524,3.0,1.5,1540,4773,2.0,0,0,3,1540,0,1941,2009
525,525,4.0,2.75,2620,13777,1.5,0,2,4,1720,900,1926,1993
526,526,6.0,3.0,2880,3192,2.0,0,0,4,2180,700,1919,1985
527,527,4.0,1.0,1680,4021,1.5,0,0,3,1680,0,1921,2000
528,528,2.0,1.0,790,6969,1.0,0,0,3,790,0,1955,1984
529,529,3.0,1.0,1092,7500,1.5,0,0,3,1092,0,1918,0
530,530,3.0,1.5,1650,9936,1.0,0,0,3,1090,560,1967,2011
531,531,3.0,2.5,2090,4700,2.0,0,0,3,2090,0,2002,0
532,532,4.0,1.75,2180,28710,1.0,0,0,3,1180,1000,1950,2005
533,533,4.0,2.5,1990,6671,2.0,0,0,3,1990,0,1989,0
534,534,4.0,2.5,2650,7945,2.0,0,0,3,2650,0,2006,0
535,535,4.0,3.5,4460,16953,1.0,0,0,3,2550,1910,1962,1994
536,536,3.0,1.0,910,8000,1.0,0,0,4,740,170,1950,1983
537,537,3.0,2.5,2770,10773,2.0,0,2,3,2770,0,1992,0
538,538,3.0,2.0,2390,6888,2.0,0,1,5,2390,0,1939,0
539,539,3.0,2.5,3050,158558,1.0,0,0,4,3050,0,1987,0
540,540,3.0,2.5,1700,4000,2.0,0,0,3,1700,0,2003,0
541,541,5.0,3.5,3200,43560,2.0,0,0,3,3200,0,1989,0
542,542,3.0,1.75,1200,4500,1.0,0,0,5,1200,0,1906,0
543,543,4.0,2.25,2220,6953,2.0,0,0,4,2220,0,1999,0
544,544,3.0,2.5,2480,9041,2.0,0,0,3,2480,0,2004,2003
545,545,4.0,2.25,2560,12100,1.0,0,0,4,1760,800,1976,1992
546,546,4.0,1.5,2500,6300,1.0,0,0,4,1500,1000,1961,2001
547,547,2.0,1.0,1150,4000,1.0,0,0,3,1150,0,1947,2012
548,548,4.0,1.75,1650,7775,1.0,0,0,4,1150,500,1950,1983
549,549,3.0,1.75,1140,9628,1.0,0,0,4,1140,0,1969,0
550,550,3.0,1.75,3400,8965,1.0,0,2,5,1820,1580,1957,0
551,551,3.0,1.0,1180,43124,1.0,0,0,4,1180,0,1959,0
552,552,3.0,2.5,1700,4105,2.0,0,0,3,1700,0,1992,0
553,553,3.0,1.5,1240,11200,1.0,0,0,4,1240,0,1954,1979
554,554,5.0,2.25,2890,12478,2.0,0,0,3,2890,0,1977,2004
555,555,3.0,1.0,1060,10050,1.0,0,0,4,1060,0,1967,0
556,556,4.0,1.75,1590,10523,2.0,0,0,4,1590,0,1922,0
557,557,6.0,5.25,2860,5682,2.0,0,0,3,2860,0,1978,0
558,558,1.0,1.0,820,1060,1.0,0,0,3,760,60,2007,0
559,559,3.0,2.0,2020,8118,1.0,0,0,3,1020,1000,1963,2008
560,560,4.0,2.25,1870,9680,1.0,0,0,4,1170,700,1959,0
561,561,3.0,2.5,2170,4905,2.0,0,0,3,2170,0,2004,2003
562,562,4.0,2.5,1600,6765,1.0,0,0,3,830,770,1947,2011
563,563,4.0,1.75,2090,4300,1.5,0,0,4,1250,840,1925,1968
564,564,4.0,2.0,1700,6025,1.0,0,0,3,1700,0,1978,0
565,565,4.0,1.75,1940,6909,1.0,0,0,4,970,970,1941,1998
566,566,3.0,1.0,1320,8625,1.0,0,0,4,1320,0,1957,2001
567,567,4.0,2.25,3500,13875,1.0,0,4,4,1830,1670,1938,0
568,568,5.0,3.5,2800,5120,2.5,0,0,3,2800,0,1903,2005
569,569,3.0,1.5,1080,2940,1.5,0,0,4,1080,0,1920,0
570,570,4.0,2.5,3550,8048,2.0,0,0,3,3550,0,2007,0
571,571,3.0,2.0,2010,251341,2.0,0,0,3,1510,500,2003,0
572,572,3.0,1.75,1690,1468,2.0,0,0,3,1380,310,2008,0
573,573,3.0,1.5,1270,1443,3.0,0,0,3,1270,0,2007,0
574,574,3.0,2.25,1970,2377,2.0,0,0,3,1680,290,2008,0
575,575,4.0,2.75,3160,8097,2.0,0,0,3,3160,0,2014,0
576,576,3.0,2.5,1210,1200,3.0,0,0,3,1210,0,2008,0
577,577,4.0,3.5,3120,5086,2.0,0,0,3,2480,640,2008,0
578,578,4.0,2.5,2670,8765,2.0,0,0,3,2670,0,2006,0
579,579,3.0,2.25,1640,1204,3.0,0,0,3,1640,0,2014,0
580,580,4.0,2.5,2303,3680,2.0,0,0,3,2303,0,2013,1923
581,581,3.0,2.5,1800,3168,2.0,0,0,3,1800,0,2014,0
582,582,5.0,3.5,4460,2975,3.0,0,2,3,3280,1180,2013,1923
583,583,2.0,2.5,1590,2656,2.0,0,0,3,1220,370,2009,0
584,584,4.0,3.5,3070,4684,2.0,0,0,3,2190,880,2009,0
585,585,2.0,1.75,1330,7200,1.0,0,0,3,1330,0,1993,0
586,586,3.0,1.0,990,6750,1.0,0,0,4,990,0,1947,1988
587,587,4.0,2.5,1900,5790,2.0,0,0,3,1900,0,1994,0
588,588,3.0,2.5,2020,1159,3.0,0,3,3,2020,0,2000,0
589,589,3.0,1.75,2000,9416,1.0,0,0,4,2000,0,1961,2001
590,590,2.0,1.75,1100,7600,1.0,0,0,3,1100,0,1980,0
591,591,1.0,1.0,960,40946,1.0,0,0,5,960,0,1945,0
592,592,4.0,2.75,3488,9614,2.0,0,0,3,3488,0,1998,2006
593,593,2.0,1.75,1890,9466,2.0,0,0,3,1890,0,1987,2000
594,594,4.0,2.0,2030,8120,2.0,0,0,3,2030,0,1950,2005
595,595,3.0,1.75,1380,7350,1.0,0,0,3,990,390,1981,2013
596,596,4.0,3.25,3660,5800,2.5,0,0,3,3360,300,1909,1995
597,597,3.0,2.25,1870,3230,2.0,0,0,3,1870,0,1997,0
598,598,4.0,2.25,2080,12007,1.0,0,0,4,1220,860,1979,0
599,599,4.0,2.75,2450,14803,2.0,0,0,4,2450,0,1988,0
600,600,4.0,2.25,2750,6180,1.0,0,0,4,1500,1250,1948,0
601,601,3.0,1.0,1240,4842,1.0,0,0,4,1240,0,1916,0
602,602,3.0,2.5,1900,7604,2.0,0,0,3,1900,0,1990,2009
603,603,3.0,2.5,2540,6093,2.0,0,0,3,2540,0,1999,0
604,604,3.0,2.75,2100,10362,2.0,0,0,3,1510,590,1998,2006
605,605,4.0,2.0,1790,2250,1.0,0,2,4,840,950,1909,1989
606,606,3.0,2.0,1170,7258,1.0,0,0,3,1170,0,1984,0
607,607,3.0,1.0,1060,9126,1.0,0,2,5,1060,0,1956,0
608,608,5.0,2.0,1930,6120,1.5,0,0,3,1930,0,1941,1969
609,609,3.0,2.0,1540,7947,1.0,0,0,3,1120,420,1961,2004
610,610,5.0,3.0,2876,13927,1.0,0,2,4,1970,906,1973,0
611,611,3.0,2.5,2150,7484,2.0,0,0,3,2150,0,1988,2000
612,612,2.0,1.0,1140,5500,1.0,0,0,3,1140,0,1947,2012
613,613,3.0,1.5,980,7790,1.0,0,0,5,980,0,1969,0
614,614,3.0,1.75,1230,13056,1.0,0,0,4,1230,0,1962,0
615,615,3.0,1.75,1390,10905,1.0,0,0,3,860,530,1957,2000
616,616,3.0,3.5,2380,6250,2.0,0,3,3,1670,710,1997,0
617,617,3.0,3.25,3690,7200,2.0,0,0,3,3690,0,2007,0
618,618,5.0,3.25,3010,1074218,1.5,0,0,5,2010,1000,1931,0
619,619,3.0,1.0,1250,9126,1.0,0,0,3,1250,0,1969,2010
620,620,4.0,2.75,2290,6120,2.0,0,0,4,2170,120,1926,1993
621,621,2.0,1.0,790,5240,1.0,0,0,4,790,0,1925,1968
622,622,3.0,2.5,2720,6014,2.0,0,0,3,2720,0,2002,0
623,623,4.0,2.75,2550,8632,1.0,0,0,3,1700,850,1972,2002
624,624,2.0,1.0,1080,3899,1.0,0,0,4,1080,0,1972,0
625,625,3.0,1.75,2470,9620,1.0,0,1,4,1570,900,1962,0
626,626,2.0,0.75,850,7710,1.0,0,2,5,550,300,1909,1988
627,627,3.0,2.5,1990,8991,1.0,0,0,3,1570,420,1969,2010
628,628,3.0,2.25,1800,10500,2.0,0,0,3,1800,0,1995,0
629,629,5.0,4.0,4850,36450,2.0,0,0,3,4850,0,1977,2004
630,630,3.0,1.0,1020,7874,1.0,0,0,3,1020,0,1956,2001
631,631,3.0,2.5,2420,49928,2.0,0,0,3,1860,560,1985,0
632,632,4.0,2.5,2910,5776,2.0,0,2,3,2910,0,1998,2006
633,633,3.0,1.5,1060,9039,1.0,0,0,3,1060,0,1973,2013
634,634,4.0,2.5,2340,6420,1.0,0,2,3,1590,750,1964,2000
635,635,4.0,2.75,1800,5453,1.0,0,0,3,1050,750,2002,0
636,636,4.0,2.0,1660,6150,1.0,0,0,3,850,810,1945,2010
637,637,3.0,1.75,1300,62290,1.0,0,0,3,1300,0,1983,2009
638,638,3.0,1.5,1780,23819,1.0,0,0,3,1780,0,1953,0
639,639,2.0,1.0,1030,4841,1.0,0,0,3,920,110,1939,1969
640,640,4.0,3.25,2790,5420,1.0,0,3,3,1130,1660,1963,2013
641,641,3.0,1.0,1150,3000,1.0,0,0,5,1150,0,1906,0
642,642,4.0,2.5,3290,11446,2.0,0,0,3,3290,0,1992,0
643,643,4.0,2.5,3400,247421,2.0,0,0,3,3400,0,2001,0
644,644,2.0,1.0,1200,4000,1.0,0,0,3,1070,130,1940,1996
645,645,4.0,2.5,2160,8005,2.0,0,0,3,2160,0,1993,0
646,646,3.0,1.0,1450,4000,1.0,0,1,4,950,500,1948,0
647,647,4.0,2.5,3240,3600,2.0,0,0,3,2060,1180,2008,0
648,648,3.0,2.0,1470,1691,2.0,0,0,3,1000,470,2007,0
649,649,4.0,2.5,2360,5226,2.0,0,0,3,2360,0,2001,0
650,650,3.0,2.25,2230,9053,2.0,0,0,4,2230,0,1987,0
651,651,4.0,2.5,2630,48706,2.0,0,0,3,2630,0,1986,0
652,652,3.0,1.0,1010,25000,1.0,0,0,3,1010,0,1966,1963
653,653,3.0,2.25,1445,1471,2.0,0,0,3,1300,145,2003,0
654,654,3.0,1.75,2380,6000,1.5,0,0,3,1320,1060,1935,1974
655,655,4.0,2.75,2830,13059,2.0,0,0,3,2830,0,1998,2006
656,656,4.0,2.5,3010,46173,2.0,0,0,3,3010,0,1996,0
657,657,4.0,2.25,2000,9000,1.0,0,0,4,2000,0,1978,2000
658,658,3.0,2.25,2020,3600,2.0,0,0,3,2020,0,1998,2006
659,659,3.0,2.5,2030,6326,2.0,0,0,3,2030,0,1993,0
660,660,3.0,2.75,2550,11160,2.0,0,0,3,2550,0,1994,0
661,661,2.0,1.0,970,13700,1.0,0,0,3,970,0,1949,1998
662,662,3.0,1.75,1540,12446,1.0,0,0,5,1540,0,1967,0
663,663,2.0,1.0,1396,111949,1.0,0,0,3,1396,0,1940,1997
664,664,4.0,3.25,2780,7875,2.0,0,0,3,2780,0,2006,0
665,665,6.0,2.0,2220,8797,1.0,0,0,3,2220,0,1977,2004
666,666,4.0,3.5,2350,13402,2.0,0,3,3,1670,680,1994,0
667,667,3.0,2.25,2760,40946,2.0,0,0,5,2760,0,1978,0
668,668,3.0,2.5,4460,26027,2.0,0,0,3,4460,0,1992,0
669,669,3.0,2.0,1440,4421,1.0,0,0,3,1440,0,2007,0
670,670,5.0,3.75,5330,6000,2.0,0,2,3,3570,1760,2006,0
671,671,4.0,2.5,2220,4228,2.0,0,0,3,2220,0,2014,0
672,672,5.0,4.75,5305,8401,2.0,0,2,3,3745,1560,2005,0
673,673,3.0,4.0,3880,13095,2.0,0,3,3,3700,180,2009,0
674,674,4.0,3.25,3810,8519,1.0,0,1,3,2680,1130,2007,0
675,675,3.0,3.0,1960,1168,2.0,0,0,3,1600,360,2007,0
676,676,3.0,2.5,1530,1131,3.0,0,0,3,1530,0,2009,0
677,677,4.0,2.25,3250,34293,2.0,0,0,4,3250,0,1983,0
678,678,3.0,2.5,1750,7208,2.0,0,0,3,1750,0,1994,0
679,679,4.0,3.25,3440,35021,2.0,0,0,3,3440,0,1983,2009
680,680,1.0,0.75,1170,14149,1.0,0,0,5,880,290,1962,0
681,681,3.0,1.0,870,5330,1.0,0,0,3,870,0,1969,2014
682,682,4.0,2.5,2930,18199,2.0,0,0,3,2930,0,1998,2006
683,683,3.0,2.5,3160,12824,1.0,0,2,4,1820,1340,1966,0
684,684,2.0,1.0,800,3330,1.0,0,0,3,800,0,1918,0
685,685,4.0,2.5,2350,8001,2.0,0,0,4,2350,0,1987,0
686,686,2.0,1.75,1060,16470,1.0,0,0,3,1060,0,1977,2004
687,687,3.0,1.75,2060,12558,1.0,0,0,4,1350,710,1984,0
688,688,2.0,1.75,1560,1750,1.0,0,0,4,780,780,1904,0
689,689,4.0,1.75,3000,42200,1.0,0,3,3,1500,1500,1950,2005
690,690,3.0,1.5,1660,4800,2.0,0,0,3,1660,0,1907,1983
691,691,3.0,1.75,1650,5100,1.0,0,0,5,1040,610,1908,0
692,692,4.0,3.0,3220,8936,2.0,0,0,3,2450,770,1990,2009
693,693,3.0,1.5,2320,7500,1.0,0,0,3,2320,0,1976,0
694,694,4.0,2.75,2750,14982,1.0,0,3,3,1720,1030,1981,2013
695,695,3.0,1.0,910,6000,1.0,0,0,2,910,0,1956,0
696,696,2.0,1.5,840,867,2.0,0,0,3,840,0,2005,0
697,697,3.0,2.25,1470,1578,2.0,0,0,3,1090,380,2007,0
698,698,6.0,2.0,2040,10812,1.0,0,0,4,2040,0,1943,0
699,699,3.0,1.0,1100,4046,1.5,0,4,4,1100,0,1922,0
700,700,2.0,1.0,940,8532,1.0,0,0,4,940,0,1959,0
701,701,3.0,2.0,1110,10500,1.0,0,0,5,1110,0,1978,0
702,702,4.0,1.75,2200,8100,1.5,0,0,5,1400,800,1942,0
703,703,2.0,1.75,2860,59612,1.0,1,4,3,1510,1350,1948,2003
704,704,2.0,1.0,740,11250,1.0,0,0,2,740,0,1938,0
705,705,4.0,1.75,2740,8520,1.0,0,2,3,1370,1370,1954,2005
706,706,3.0,1.0,1250,7300,1.0,0,0,4,1250,0,1956,0
707,707,4.0,2.5,3140,8060,2.0,0,0,3,3140,0,1991,0
708,708,2.0,1.0,820,10270,1.0,0,0,3,820,0,1954,2005
709,709,4.0,2.75,2570,7264,2.0,0,0,3,1720,850,1998,2006
710,710,4.0,2.25,2350,8140,1.0,0,0,4,1430,920,1977,0
711,711,4.0,3.0,3600,9200,1.0,0,4,4,2100,1500,1976,1992
712,712,4.0,2.0,1580,8000,1.0,0,0,3,1040,540,1967,2011
713,713,2.0,1.0,1070,5824,1.0,0,2,5,1070,0,1949,0
714,714,3.0,1.0,1070,6109,1.0,0,0,5,1070,0,1951,0
715,715,4.0,2.0,1640,5000,2.0,0,0,3,1640,0,1907,1983
716,716,3.0,2.75,2890,12130,2.0,0,3,4,2830,60,1987,0
717,717,3.0,1.0,1220,7876,1.0,0,0,3,1220,0,1966,1963
718,718,2.0,1.0,1400,4500,1.0,0,0,3,900,500,1922,2008
719,719,3.0,1.0,1040,6250,1.0,0,0,3,1040,0,1942,1999
720,720,4.0,2.0,980,10640,1.0,0,0,5,980,0,1978,0
721,721,4.0,3.25,3340,10890,1.5,0,0,3,2240,1100,1963,2000
722,722,6.0,4.5,6040,219542,2.0,0,0,3,4100,1940,1996,0
723,723,3.0,3.5,1900,1612,2.0,0,0,3,1430,470,2008,0
724,724,4.0,1.5,1740,7292,1.0,0,0,3,1020,720,1962,2003
